owner,repo_name,pull_number,url,commit_sha,commit_message,commit_date,pushed_date,changed_files,total_additions,total_deletions,state,Is_first_commit,pr_create_date,pr_created_date
douvy,btc-tooling,11,https://github.com/douvy/btc-tooling/pull/11,0af100b,Update vercel.json,2025-04-08T04:12:20Z,2025-04-08T04:15:14Z,vercel.json,4,0,MERGED,False,,2025-04-08T04:09:54Z
douvy,btc-tooling,11,https://github.com/douvy/btc-tooling/pull/11,433c4b4,Fix ESLint error and update Vercel.json with correct API paths,2025-04-08T04:15:14Z,2025-04-08T04:15:14Z,src/app/page.tsx,2,2,MERGED,False,,2025-04-08T04:09:54Z
Shopify,app_profiler,166,https://github.com/Shopify/app_profiler/pull/166,9062ad0,"Add duration tracking to profile objects

Profiles now track the duration of the block being profiled using Process.clock_gettime.
This allows accessing how long the profiled code took to execute via profile.duration.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-09T19:55:27Z,2025-04-09T19:55:27Z,"lib/app_profiler/backend/base_backend.rb,lib/app_profiler/backend/stackprof_backend.rb,lib/app_profiler/backend/vernier_backend.rb,lib/app_profiler/base_profile.rb,test/app_profiler/run_test.rb",34,30,MERGED,True,,2025-04-09T19:56:38Z
aklinker1,bunv,22,https://github.com/aklinker1/bunv/pull/22,8ca1da6,fix: create parent directories before installation,2025-04-10T17:02:30Z,2025-04-10T17:02:30Z,src/vm.zig,3,0,MERGED,True,,2025-04-10T17:02:43Z
yumemi-inc,Tart,105,https://github.com/yumemi-inc/Tart/pull/105,43942d7,Add isActive property to LaunchScope interface to improve scope management,2025-04-08T06:15:50Z,2025-04-08T06:15:50Z,"tart-core/src/commonMain/kotlin/io/yumemi/tart/core/StoreImpl.kt,tart-core/src/commonMain/kotlin/io/yumemi/tart/core/StoreScope.kt",9,0,MERGED,True,,2025-04-08T06:16:05Z
aklinker1,bunv,17,https://github.com/aklinker1/bunv/pull/17,ceca77d,"feat: Display message when no versions are installed

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-10T15:50:06Z,2025-04-10T15:50:06Z,src/bunv.zig,4,0,MERGED,True,,2025-04-10T15:50:22Z
giselles-ai,giselle,724,https://github.com/giselles-ai/giselle/pull/724,495c796,Add design mode and setup documentation,2025-04-16T08:41:49Z,2025-04-16T08:41:49Z,".cursor/rules/design-mode.mdc,.cursor/rules/nodejs.mdc,.cursor/rules/vercel-cli.mdc",213,0,MERGED,True,,2025-04-16T08:48:00Z
aklinker1,bunv,24,https://github.com/aklinker1/bunv/pull/24,fd03de9,"refactor: replace error propagation with direct exit codes

- Remove run_main function wrapper
- Add proper error handling with direct exit codes
- Add log message for user aborted installations
- Fix return type on run function to properly propagate errors",2025-04-10T17:24:48Z,2025-04-10T17:24:48Z,"src/bun.zig,src/bunx.zig,src/utils.zig,src/vm.zig",4,12,MERGED,True,,2025-04-10T17:24:59Z
aklinker1,bunv,24,https://github.com/aklinker1/bunv/pull/24,a9a555a,Fix formatting,2025-04-10T17:32:19Z,2025-04-10T17:32:19Z,src/utils.zig,0,1,MERGED,False,,2025-04-10T17:24:59Z
monarch-initiative,aurelian,66,https://github.com/monarch-initiative/aurelian/pull/66,8603a50,"Add perplexity_query function to web_tools with tests

Implements issue #64 adding perplexity_query function that returns a
ResultWithCitations pydantic model with content and citations.
Includes comprehensive test coverage and model parameterization.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-17T22:19:39Z,2025-04-17T22:19:39Z,"docs/examples/Perplexity-Example.ipynb,docs/examples/TranscriptionFactors.ipynb,src/aurelian/agents/web/web_tools.py,tests/test_agents/test_web_tools.py",341,0,MERGED,True,,2025-04-17T22:20:27Z
monarch-initiative,aurelian,66,https://github.com/monarch-initiative/aurelian/pull/66,4df4fa3,"Fix perplexity_query tests to match implementation

Updates test assertions to match the actual implementation's behavior:
- Fix agent.run_sync parameter checking
- Improve XML parsing error test with malformed XML

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-17T22:34:33Z,2025-04-17T22:39:37Z,tests/test_agents/test_web_tools.py,2,3,MERGED,False,,2025-04-17T22:20:27Z
monarch-initiative,aurelian,66,https://github.com/monarch-initiative/aurelian/pull/66,93d4c21,"Fix remaining test issues in perplexity_query tests

- Fix OpenAIModel mock fixture to correctly capture function calls
- Resolve asyncio event loop error in integration test by using asyncio.run
- Improve test skipping for integration tests

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-17T22:36:44Z,2025-04-17T22:39:37Z,tests/test_agents/test_web_tools.py,21,23,MERGED,False,,2025-04-17T22:20:27Z
monarch-initiative,aurelian,66,https://github.com/monarch-initiative/aurelian/pull/66,2f5281c,"Skip integration test for perplexity_query by default

- Mark integration test with @pytest.mark.skip to avoid asyncio conflicts
- Add detailed documentation on how to enable the test
- Improve event loop handling in integration test

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-17T22:39:37Z,2025-04-17T22:39:37Z,tests/test_agents/test_web_tools.py,27,17,MERGED,False,,2025-04-17T22:20:27Z
monarch-initiative,aurelian,66,https://github.com/monarch-initiative/aurelian/pull/66,f83e146,"Update src/aurelian/agents/web/web_tools.py

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",2025-04-17T22:51:16Z,2025-04-17T22:51:16Z,src/aurelian/agents/web/web_tools.py,1,1,MERGED,False,,2025-04-17T22:20:27Z
giselles-ai,giselle,718,https://github.com/giselles-ai/giselle/pull/718,f9e7132,"Remove font preparation system

This commit simplifies the font management by:
- Removing the prepare-font.js script that downloaded font files
- Removing the font preparation steps from package.json scripts
- Removing vendor font configuration files as they're no longer needed
- Keeping the current app/fonts/index.ts that uses Google Fonts

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-15T10:13:44Z,2025-04-15T10:13:44Z,"apps/studio.giselles.ai/package.json,apps/studio.giselles.ai/prepare-font.js,apps/studio.giselles.ai/vendor/fonts/alternative.ts,apps/studio.giselles.ai/vendor/fonts/production.ts",0,128,MERGED,True,,2025-04-15T10:14:12Z
giselles-ai,giselle,718,https://github.com/giselles-ai/giselle/pull/718,9fa43bc,fix,2025-04-15T10:23:23Z,2025-04-15T10:23:23Z,apps/studio.giselles.ai/app/layout.tsx,1,2,MERGED,False,,2025-04-15T10:14:12Z
giselles-ai,giselle,742,https://github.com/giselles-ai/giselle/pull/742,ef2bf5a,"Add GitHub app installation flow

Implement popup-based GitHub app installation with:
- New completion page that communicates back to parent window
- Installation URL in not-installed state
- UI component for triggering and handling installation process",2025-04-21T06:55:07Z,2025-04-21T06:55:07Z,"apps/studio.giselles.ai/app/github/installed/page.tsx,apps/studio.giselles.ai/packages/lib/github.ts,internal-packages/workflow-designer-ui/src/settings/github-integration/github-integration-setting-form.tsx,packages/integration/src/github/index.ts",110,1,MERGED,True,,2025-04-21T06:59:42Z
coder,coder,17292,https://github.com/coder/coder/pull/17292,268fc9d,"fix: simplify docs-preview workflow

- Replace composite action with inline Bash steps
- Simplify file analysis algorithm to avoid dependency on accurate git history
- Fix error with document structure analysis

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-08T13:11:18Z,2025-04-08T13:11:18Z,.github/workflows/docs-preview-link.yml,84,113,MERGED,True,,2025-04-08T13:13:24Z
mattgodbolt,jsbeeb,476,https://github.com/mattgodbolt/jsbeeb/pull/476,1657703,"Fix ES module import issue in test-utils.js

Replace require() with dynamic import() for ES modules compatibility.
Also add git workflow guideline to CLAUDE.md.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-08T07:50:55Z,2025-04-08T07:50:55Z,"CLAUDE.md,tests/unit/test-utils.js",6,2,MERGED,True,,2025-04-08T07:51:23Z
giselles-ai,giselle,732,https://github.com/giselles-ai/giselle/pull/732,991ba5b,"fix: prevent duplicate file attachments in message generation

Tracks attached file node IDs to ensure each file is only attached once in a message, preventing duplicate file attachments that could cause issues with LLM providers.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-17T06:34:47Z,2025-04-17T06:34:47Z,packages/giselle-engine/src/core/generations/utils.ts,10,0,MERGED,True,,2025-04-17T06:35:33Z
modelcontextprotocol,python-sdk,474,https://github.com/modelcontextprotocol/python-sdk/pull/474,fc9e388,Added clientInfo to client session init args,2025-04-10T12:33:31Z,2025-04-10T12:33:31Z,src/mcp/client/session.py,5,1,MERGED,True,,2025-04-10T12:46:06Z
modelcontextprotocol,python-sdk,474,https://github.com/modelcontextprotocol/python-sdk/pull/474,36b2b19,"Add tests and propagate client_info parameter throughout client APIs

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-10T12:45:48Z,2025-04-10T12:47:36Z,"src/mcp/client/__main__.py,src/mcp/client/session.py,src/mcp/shared/memory.py,tests/client/test_session.py",138,3,MERGED,True,,2025-04-10T12:46:06Z
modelcontextprotocol,python-sdk,474,https://github.com/modelcontextprotocol/python-sdk/pull/474,cd236f6,"Make DEFAULT_CLIENT_INFO public

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-10T12:47:36Z,2025-04-10T12:47:36Z,"src/mcp/client/session.py,tests/client/test_session.py",4,4,MERGED,False,,2025-04-10T12:46:06Z
yumemi-inc,Tart,102,https://github.com/yumemi-inc/Tart/pull/102,9cc9155,Allow specifying thread for launch in EnterScope via coroutineDispatcher parameter,2025-04-07T12:05:55Z,2025-04-07T12:05:55Z,"tart-core/src/commonMain/kotlin/io/yumemi/tart/core/StoreImpl.kt,tart-core/src/commonMain/kotlin/io/yumemi/tart/core/StoreScope.kt",9,4,MERGED,True,,2025-04-07T12:51:21Z
yumemi-inc,Tart,102,https://github.com/yumemi-inc/Tart/pull/102,91040b5,Add support for specifying coroutineDispatchers in Tart's DSL handler blocks,2025-04-07T12:50:45Z,2025-04-07T12:50:45Z,tart-core/src/commonMain/kotlin/io/yumemi/tart/core/StoreBuilder.kt,79,28,MERGED,True,,2025-04-07T12:51:21Z
thefrontside,effection,992,https://github.com/thefrontside/effection/pull/992,e9017e8,"docs: fix spelling mistakes in documentation

- Fixed typos in context.mdx: ""evironment"" → ""environment"", ""explicitely"" → ""explicitly"", ""appropriatelly"" → ""appropriately""
- Added missing ""the"" in several places
- Fixed ""embeded"" → ""embedded"", ""anwser"" → ""answer"", ""seemlessly"" → ""seamlessly""
- Improved awkward phrasing in processes.mdx

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-10T22:06:09Z,2025-04-10T22:06:09Z,"docs/context.mdx,docs/operations.mdx,docs/processes.mdx,docs/thinking-in-effection.mdx",12,12,MERGED,True,,2025-04-10T22:16:45Z
dbieber,GoNoteGo,93,https://github.com/dbieber/GoNoteGo/pull/93,57d496b,"Update indentation in server.py to use 2 spaces and remove trailing whitespace

- Changed indentation in server.py to use 2 spaces with 4 space hanging indentation to match codebase style
- Removed trailing whitespace from all files in the codebase

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-13T19:28:57Z,2025-04-13T19:28:57Z,"gonotego/command_center/custom_commands.py,gonotego/settings-server/src/App.tsx,gonotego/settings/server.py,gonotego/uploader/runner.py",197,197,MERGED,True,,2025-04-13T19:29:05Z
yumemi-inc,Tart,106,https://github.com/yumemi-inc/Tart/pull/106,71c163e,Add type support for error handling in Tart store framework,2025-04-08T13:31:53Z,2025-04-08T13:31:53Z,"tart-core/src/commonMain/kotlin/io/yumemi/tart/core/StoreBuilder.kt,tart-core/src/commonMain/kotlin/io/yumemi/tart/core/StoreImpl.kt,tart-core/src/commonMain/kotlin/io/yumemi/tart/core/StoreScope.kt,tart-core/src/commonTest/kotlin/io/yumemi/tart/core/CounterUseCaseTest.kt,tart-core/src/commonTest/kotlin/io/yumemi/tart/core/LoginUseCaseTest.kt,tart-core/src/commonTest/kotlin/io/yumemi/tart/core/TodoUseCaseTest.kt",84,73,MERGED,True,,2025-04-08T13:32:23Z
yumemi-inc,Tart,106,https://github.com/yumemi-inc/Tart/pull/106,9fab5d7,Update README,2025-04-08T13:43:15Z,2025-04-08T13:43:15Z,README.md,2,2,MERGED,False,,2025-04-08T13:32:23Z
yumemi-inc,Tart,106,https://github.com/yumemi-inc/Tart/pull/106,88594d8,Release 3.0.0-alpha02,2025-04-08T13:50:11Z,2025-04-08T13:50:11Z,gradle/libs.versions.toml,1,1,MERGED,False,,2025-04-08T13:32:23Z
yumemi-inc,Tart,100,https://github.com/yumemi-inc/Tart/pull/100,84bfcdf,"refactor: remove unused generic type parameters in MiddlewareContext, ExitScope and ErrorScope",2025-04-07T09:11:23Z,2025-04-07T09:11:23Z,"tart-core/src/commonMain/kotlin/io/yumemi/tart/core/Middleware.kt,tart-core/src/commonMain/kotlin/io/yumemi/tart/core/MiddlewareContext.kt,tart-core/src/commonMain/kotlin/io/yumemi/tart/core/StoreBuilder.kt,tart-core/src/commonMain/kotlin/io/yumemi/tart/core/StoreImpl.kt,tart-core/src/commonMain/kotlin/io/yumemi/tart/core/StoreScope.kt,tart-logging/src/commonMain/kotlin/io/yumemi/tart/logging/LoggingMiddleware.kt,tart-message/src/commonMain/kotlin/io/yumemi/tart/message/MessageMiddleware.kt",28,28,MERGED,True,,2025-04-07T09:11:42Z
giselles-ai,giselle,692,https://github.com/giselles-ai/giselle/pull/692,68a726e,"fix: remove error dump from text generation error object

Removes unnecessary error dump from the error object in text generation failures for improved error logging and reduced payload size.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-11T01:09:37Z,2025-04-11T01:09:37Z,packages/giselle-engine/src/core/generations/generate-text.ts,0,1,MERGED,True,,2025-04-11T01:09:54Z
giselles-ai,giselle,697,https://github.com/giselles-ai/giselle/pull/697,05dbed6,Add parseAndMod utility and fix queuedAt typo,2025-04-11T06:44:18Z,2025-04-11T06:44:18Z,"packages/data-mod/src/index.ts,packages/data-mod/src/mods/fix-typo-ququedAt-queuedAt.ts,packages/giselle-engine/src/core/generations/utils.ts,packages/giselle-engine/src/core/runs/utils.ts,packages/giselle-engine/src/core/workspaces/utils.ts",54,38,MERGED,True,,2025-04-11T06:45:12Z
