owner,repo_name,C3,pull_number,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,created_at,merged_at,time_to_merge
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/28324,28324,2024-09-26T14:08:26Z,32708,8,4,20,8,8768d304eb840bf296b5e17c9535617ddb7b4850,7ff22436dc4ebeba58fc427505776450a04ea7ac,3f59f05f3f29fde7384493a8ae23f87e13b9d822,a3f148d5922a2caf678000631965c7ad9a3a526d,hanzei,MERGED,2024-09-26T14:08:26Z,2024-10-14T11:04:48Z,"17 days, 20:56:22"
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/29845,29845,2025-01-14T09:19:27Z,32708,1,50,2415,731,8c49e7854f59d097ec48a3e39d8327dddb0933cb,e5d959ec9900b70d66d7dbac996d2e71b26e031a,40fb21092f48d932a3af6ec206dadefa594f36be,8c49e7854f59d097ec48a3e39d8327dddb0933cb,hanzei,MERGED,2025-01-14T09:19:27Z,2025-01-15T13:05:54Z,"1 day, 3:46:27"
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/28260,28260,2024-09-19T14:07:08Z,32708,2,2,3,52,4c2bfe03b17b125db890582e9db65209dd3a2d55,87ad7174344a3b131f9100af579ae6b0f8a60a00,c27d536ad34e4da1716cff02735fccb652fe4677,cd970851a81ea01bf88558f9a4bf9ade04ee63ee,hanzei,MERGED,2024-09-19T14:07:08Z,2024-09-23T08:17:08Z,"3 days, 18:10:00"
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/27957,27957,2024-08-13T11:47:13Z,32708,1,3,19,54,de809e888c965347c4b8d87f5688d775ba0d8c10,fc1a111b06d3a9f68e94f340600662f7aa825063,bcf92d3f53dc396a9a0350be4347b7c71f77f68e,de809e888c965347c4b8d87f5688d775ba0d8c10,hanzei,MERGED,2024-08-13T11:47:13Z,2024-08-13T20:18:22Z,8:31:09
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/27376,27376,2024-06-17T02:53:49Z,32708,1,1,0,7,eb6ebdb62a18ec717397e3e1f25b2aad52511e07,a4bdb65037a9135b5ec6a95d8718a5f21cf4eb9c,43b70e287a1a3621c1d05c90626d9145039c8fc6,eb6ebdb62a18ec717397e3e1f25b2aad52511e07,hanzei,MERGED,2024-06-17T02:53:49Z,2024-07-13T08:31:33Z,"26 days, 5:37:44"
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/27388,27388,2024-06-18T14:02:26Z,32708,3,2,90,8,63fcbb12323ea762e9cc6d96abb7fc51e89cd5c2,3513d310af629523f6967e039f788bf1b6d0e2c0,bc49f348bf76b685461f7c036f7a7e415443870c,fae9566b3e64bda0aff8fffa9327d5d5f3d52ff5,hanzei,MERGED,2024-06-18T14:02:26Z,2024-07-08T19:20:25Z,"20 days, 5:17:59"
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/29506,29506,2024-12-06T10:20:01Z,32708,3,2,30,13,b666523de768b6216715b0e400a1807789ea7e56,89e250e5b7b8f3c8d3b10df3ba86d87a354907fb,e6c0ed4a1be314db5a3cf4612777565c07697549,81945ffed8f56891b0feac13637e812aa5c3100a,hanzei,MERGED,2024-12-06T10:20:01Z,2024-12-16T07:13:20Z,"9 days, 20:53:19"
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/28291,28291,2024-09-24T06:42:09Z,32708,2,3,9,14,7332f5121ac9d091b74cf426175d6dc0eb9fdb21,3428cd15b64fd864091085c05f64a867bda3341c,b6f83c843836be33afb39cc0990bfe59f0613545,89208479d5df2c20c0929a7321c29e23302df7ce,hanzei,MERGED,2024-09-24T06:42:09Z,2024-09-26T11:57:48Z,"2 days, 5:15:39"
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30651,30651,2025-04-04T14:19:53Z,32708,1,1,2,1,866c28a1f30824111b44ce57b645b13aa2b85e79,b84d9132439be0a5cf55e497d39bf6ee6644cf78,03d724b6a64dbb7bb41a9491f60d277244a8c488,866c28a1f30824111b44ce57b645b13aa2b85e79,lieut-data,MERGED,2025-04-04T14:19:53Z,2025-04-14T12:47:38Z,"9 days, 22:27:45"
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/26997,26997,2024-05-13T15:08:09Z,32708,4,10,472,39,a5fa667353f507a299de27041648a66d10dedd81,617053e2063df0b171209cfecf98db536d6a26b1,3fdf4fc63c5461d9d87370497bbe21e40643defd,ed7a7040baff417efcf9ea7a7be7c245d17e5153,lieut-data,MERGED,2024-05-13T15:08:09Z,2024-05-16T15:16:08Z,"3 days, 0:07:59"
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30060,30060,2025-01-30T21:04:12Z,32708,8,6,282,89,c64643333b65f6d461cdeb9a250db9e2c5164135,7d9521d78306980e866acf1fa94e0324d05d5413,e8e40c79f65498c93904213c28968731d1360f92,f33edc9bff7e89abdec9ff28188f06b40b28538d,lieut-data,MERGED,2025-01-30T21:04:12Z,2025-02-06T16:36:33Z,"6 days, 19:32:21"
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/28333,28333,2024-09-27T14:45:57Z,32708,3,1,39,0,c4511761ad81eada7095a1ef334110d2f37d70ac,e9968792b0d4a29bf56c98725b232fe32be6fe04,2b426573cdc07463bab55c6525da4a37f1d6d8ce,4226a664b2990c8ce93b488f5ece7fd6b8536d76,lieut-data,MERGED,2024-09-27T14:45:57Z,2024-10-07T15:48:03Z,"10 days, 1:02:06"
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30829,30829,2025-04-22T16:38:01Z,32708,1,1,20,4,31ca5d26b74cc9a9e0ea1656aaf63fbfb398088d,3c9b2511bc7747d5399f3ba6935a51df13f1592d,701ddc896a107b13f457fbdbe229bce5019fc516,31ca5d26b74cc9a9e0ea1656aaf63fbfb398088d,lieut-data,MERGED,2025-04-22T16:38:01Z,2025-04-23T06:37:07Z,13:59:06
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30295,30295,2025-02-21T20:22:28Z,32708,9,11,142,117,b8572517451a605a89ec1dd70ab61965587a3155,42274b9eee11d0633b24898154bca44dc8f91518,cf68cfdf4b8547dc08536be17414bc683bf70aea,10aed68868146c9ef2f52c9027eb377a745b0f9b,lieut-data,MERGED,2025-02-21T20:22:28Z,2025-04-10T19:22:04Z,"47 days, 22:59:36"
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30789,30789,2025-04-16T19:09:12Z,32708,3,5,122,19,d05602d82b51dad274dca4208ad21cad2f09177e,701ddc896a107b13f457fbdbe229bce5019fc516,10bff401ee3dfc6300282f2ff2c9c4664ec3568a,432aa663a7d5170abb20a487e7b522255519ee4e,lieut-data,MERGED,2025-04-16T19:09:12Z,2025-04-22T13:12:22Z,"5 days, 18:03:10"
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30830,30830,2025-04-22T16:43:09Z,32708,1,1,21,4,fb5a174182e37847ad5b9e57933d2de81ef3e960,94bc32b50cc7a8eb90db49bb4f0c9b5bc34b8554,701ddc896a107b13f457fbdbe229bce5019fc516,fb5a174182e37847ad5b9e57933d2de81ef3e960,lieut-data,MERGED,2025-04-22T16:43:09Z,2025-04-22T21:08:43Z,4:25:34
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30672,30672,2025-04-08T21:39:59Z,32708,8,4,179,1,0c16f3224b7adb71a2ba6efe67642ed899aac374,6f33b721de76b39a7714bfe0d5e9c1306869a3e3,ca9fd45408edca8a42e741a83a2cbf3eceb1fd79,eed688e9053ecebdf9b6b34d25eab0f1ef599106,lieut-data,MERGED,2025-04-08T21:39:59Z,2025-04-14T15:43:56Z,"5 days, 18:03:57"
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30582,30582,2025-03-27T17:53:33Z,32708,1,1,6,3,7cb98ea5908cc2cf78d9e04351e872317f812acc,21082168184b26c4d96e20cd7eb6e242e6b0731e,c03f339ecac754a634c68573299af8745aa07a54,7cb98ea5908cc2cf78d9e04351e872317f812acc,lieut-data,MERGED,2025-03-27T17:53:33Z,2025-03-28T12:13:50Z,18:20:17
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/27368,27368,2024-06-14T20:11:46Z,32708,2,2,121,39,0ae99937bc0e384d37a8e83faad33a8d426c98ad,9304c404dfe4c5b1465a13aa831e6b413688853f,43b70e287a1a3621c1d05c90626d9145039c8fc6,8b2614cf7fe596a5aff1d5d7d2d8788e56034758,lieut-data,MERGED,2024-06-14T20:11:46Z,2024-07-17T13:02:08Z,"32 days, 16:50:22"
mattermost,mattermost-developer-documentation,https://github.com/mattermost/mattermost-developer-documentation/pull/1388,1388,2024-07-04T15:58:52Z,84,2,66,17,4347,b2778adbc80e1760f6554390e91f6fbe7ed8e66d,0268da77490275a8e5be9f0f7e114ed745ad0d89,a47fef0b3848eff9be54ca58f0b875958cd4421b,d6353c8a75d20cdefb879564d5fe16805c5794f7,lieut-data,MERGED,2024-07-04T15:58:52Z,2024-07-10T15:57:33Z,"5 days, 23:58:41"
mattermost,mattermost-mobile,https://github.com/mattermost/mattermost-mobile/pull/8795,8795,2025-04-23T22:15:28Z,2386,2,2,35,4,2c568062e655b73dfe346b82272c53e0f3f537f7,e3e4fe245c490a09d2df1934ed4289ce5d220471,3cbde1663db383646ab5a6a87b0b3ab3444bf149,665a73093bb7d76126f913712b85134260856159,lieut-data,MERGED,2025-04-23T22:15:28Z,2025-04-25T13:22:41Z,"1 day, 15:07:13"
mattgodbolt,jsbeeb,https://github.com/mattgodbolt/jsbeeb/pull/450,450,2024-09-17T21:18:14Z,363,1,5,3,3,f2351b2e28f5a1ac86bce343bcc179cd3c9dc087,e035db5c3480a2e41652a6a4373d5f7a3079339f,61e4233ab416f0c99d33a31b411c3afe6da4612e,f2351b2e28f5a1ac86bce343bcc179cd3c9dc087,mattgodbolt,MERGED,2024-09-17T21:18:14Z,2024-09-17T21:27:18Z,0:09:04
mattgodbolt,jsbeeb,https://github.com/mattgodbolt/jsbeeb/pull/411,411,2024-05-22T00:22:26Z,363,1,2,218,0,b9f2052f7407a9400aa9c17fce9682682ba3260e,8a0e537238a567a7f8fcfb1efc257847123fb328,51ef2853cb6e3c851d15a09d5c21ef41f0d9231e,b9f2052f7407a9400aa9c17fce9682682ba3260e,mattgodbolt,MERGED,2024-05-22T00:22:26Z,2024-05-22T00:24:14Z,0:01:48
mattgodbolt,specbolt,https://github.com/mattgodbolt/specbolt/pull/15,15,2025-03-17T20:11:30Z,17,12,14,1277,90,d1290a301482d4a27a0c394dd13cbaa7aa047f13,7925f10ddb0adca9f9aa3362c85c250bca947d87,ce9fa5fe90c2465ac3c357554fe6a73fc0d05aaf,83c4596717dfd08aad0096bd7042a1739ec54fbd,mattgodbolt,MERGED,2025-03-17T20:11:30Z,2025-03-18T21:06:14Z,"1 day, 0:54:44"
mc-bench,mc-bench-backend,https://github.com/mc-bench/mc-bench-backend/pull/79,79,2025-01-19T20:46:50Z,29,1,6,156,102,2c7c58ddb1af9e0b23d62bab0479f0aaea25c062,3ea340869863b08ae14e3dafaa452dc28b6c8c97,6c58a127f2a9060add105f31764a47e723003f91,2c7c58ddb1af9e0b23d62bab0479f0aaea25c062,huntcsg,MERGED,2025-01-19T20:46:50Z,2025-01-20T02:47:57Z,6:01:07
mc-bench,mc-bench-backend,https://github.com/mc-bench/mc-bench-backend/pull/98,98,2025-02-11T21:47:31Z,29,1,1,31,0,404b280e0ee9fb78d1ce4770a4413cad04fcdde2,deaf7c6a5fc531bc93a843411241eb0ccad87891,9e01643f13e10dbed100e6aca5cb0b318543da90,404b280e0ee9fb78d1ce4770a4413cad04fcdde2,huntcsg,MERGED,2025-02-11T21:47:31Z,2025-02-11T21:47:42Z,0:00:11
mc-bench,mc-bench-backend,https://github.com/mc-bench/mc-bench-backend/pull/121,121,2025-02-24T22:04:52Z,29,2,5,668,40,8a363b0f02ba3d0173775339a0ec20c50ab3020f,95e99b21f83fc354edef4f0abd77fc0599f6db7f,abb37930c6c5a2a7b93849ee3cf131123cfffa5f,b3ae511ba26ea4b1c62baf1126973f9028ce97d3,huntcsg,MERGED,2025-02-24T22:04:52Z,2025-02-24T22:41:37Z,0:36:45
mc-bench,mc-bench-backend,https://github.com/mc-bench/mc-bench-backend/pull/5,5,2024-11-22T17:15:18Z,29,2,56,2608,73,9d26266cfe1566346566ebb73c041c2d0b1ad3ec,c50b5f85e622822c4b98ab81e7b76706ad76fa73,afe2df3d250c56ed1a888305242e7bb61e7b52e7,ad45b567ce7d2e4f3228fa3eba5dba797ea41a4a,huntcsg,MERGED,2024-11-22T17:15:18Z,2024-11-22T21:51:34Z,4:36:16
mc-bench,mc-bench-backend,https://github.com/mc-bench/mc-bench-backend/pull/19,19,2024-12-02T22:51:04Z,29,1,1,3,3,7dfdc75a5ad829ebe113c10eaf0b5abe7ba8df0d,1c99148f2c2288100b0a1702dd23b4a4c6dfd650,416638965e2c3363a44460100bc9a613456bbdcb,7dfdc75a5ad829ebe113c10eaf0b5abe7ba8df0d,huntcsg,MERGED,2024-12-02T22:51:04Z,2024-12-02T22:51:09Z,0:00:05
mc-bench,mc-bench-backend,https://github.com/mc-bench/mc-bench-backend/pull/25,25,2024-12-03T18:25:29Z,29,1,7,113,14,10537af37e955f459d73d45cb1feaaa2c820e128,7e71cb68cf337687d2ce68b6ceab0e491d3f2318,5a536c2247ee49b2b231ad45d073edcc44c1c4b9,10537af37e955f459d73d45cb1feaaa2c820e128,huntcsg,MERGED,2024-12-03T18:25:29Z,2024-12-03T18:27:48Z,0:02:19
mc-bench,mc-bench-backend,https://github.com/mc-bench/mc-bench-backend/pull/122,122,2025-02-26T18:33:09Z,29,1,36,2706,76,45d172d6fa382aaaab443390518a1f29e2bf955b,af3b70206681b1988923972895b01d0fd72e43d2,95e99b21f83fc354edef4f0abd77fc0599f6db7f,45d172d6fa382aaaab443390518a1f29e2bf955b,huntcsg,MERGED,2025-02-26T18:33:09Z,2025-02-26T20:24:06Z,1:50:57
mc-bench,mc-bench-backend,https://github.com/mc-bench/mc-bench-backend/pull/129,129,2025-03-01T05:50:59Z,29,1,1,1,1,10c58918a6610551a2a56f9eba8c258623ad774d,62b8be3975cc7975420981c3ddf128109b96c46f,0c55e98166eaccc4f0ee25dead48975dd15a0da2,10c58918a6610551a2a56f9eba8c258623ad774d,huntcsg,MERGED,2025-03-01T05:50:59Z,2025-03-01T05:53:00Z,0:02:01
mc-bench,mc-bench-backend,https://github.com/mc-bench/mc-bench-backend/pull/123,123,2025-02-26T20:42:47Z,29,1,1,48,0,c60fd380d88f020ee1189b3b2a844ee2813eab01,dad78e2e0c2b586d3064ad9a944b6c3f6acf60cd,af3b70206681b1988923972895b01d0fd72e43d2,c60fd380d88f020ee1189b3b2a844ee2813eab01,huntcsg,MERGED,2025-02-26T20:42:47Z,2025-02-26T20:44:18Z,0:01:31
mc-bench,mc-bench-frontend,https://github.com/mc-bench/mc-bench-frontend/pull/127,127,2025-03-12T00:49:56Z,16,2,2,14,352,3cf40b340e89ec2f189425a2136385c2d898a7bd,598d95489617fb091d443ffb0809157f9a1930d1,572541c10d1976745af5721dfc353ed5cbde2c8b,ce18f6c90be00ed88c79914e9ed80480d4c5c71a,huntcsg,MERGED,2025-03-12T00:49:56Z,2025-03-12T00:53:50Z,0:03:54
mc-bench,mc-bench-frontend,https://github.com/mc-bench/mc-bench-frontend/pull/2,2,2024-11-16T07:50:20Z,16,3,31,1345,25,e5b8cda49b43d90467c6f817ed29d7cecdb7f04f,b3c76e567f94340920e1a54cdcfba7f50a110e29,73dee02f4757bc49a690f605cc7f111dd7f4bc76,cbc99dd1b496280c56df2ac806370b4bc3095440,huntcsg,MERGED,2024-11-16T07:50:20Z,2024-11-18T05:32:20Z,"1 day, 21:42:00"
mc-bench,mc-bench-frontend,https://github.com/mc-bench/mc-bench-frontend/pull/55,55,2025-01-17T22:11:17Z,16,1,7,150,109,afc4bb10dedebf4d726249b53b1b01e8b62bca08,0a6e0d039593cc8b2b10580d074765f4beb429bc,26d207d7bca253e856aba37436635e45955ee971,afc4bb10dedebf4d726249b53b1b01e8b62bca08,huntcsg,MERGED,2025-01-17T22:11:17Z,2025-01-17T22:39:34Z,0:28:17
mc-bench,mc-bench-frontend,https://github.com/mc-bench/mc-bench-frontend/pull/72,72,2025-02-14T05:24:57Z,16,1,2,218,8,0816b8be3a8b60f54031157b78dde53b6e7da066,5de63c57938f949df12b7c59d86c3a1d3c6dd4ad,f8d0d7ab668d86957890c3ec0f9a021e82523f65,0816b8be3a8b60f54031157b78dde53b6e7da066,huntcsg,MERGED,2025-02-14T05:24:57Z,2025-02-14T05:26:06Z,0:01:09
mc-bench,mc-bench-frontend,https://github.com/mc-bench/mc-bench-frontend/pull/12,12,2024-11-22T21:46:49Z,16,1,43,4335,969,8a4b2ffbe296fd701e260fadbb40b50be6c4db1c,54620fe5f6b64effd73d612ccde34123e60ce03c,5b413719209a4c3724c20d84457bd654c94ff115,8a4b2ffbe296fd701e260fadbb40b50be6c4db1c,huntcsg,MERGED,2024-11-22T21:46:49Z,2024-11-22T21:51:49Z,0:05:00
mc-bench,mc-bench-frontend,https://github.com/mc-bench/mc-bench-frontend/pull/33,33,2024-12-10T23:25:11Z,16,1,1,6,0,d5498f3f3afba6f6c7465210550264d5fd4e4490,d162b44a960a0f976d7d3fc8b435b9b381a03189,3bf918f8618513c9f85ee80f810a73b4fdc26bb5,d5498f3f3afba6f6c7465210550264d5fd4e4490,huntcsg,MERGED,2024-12-10T23:25:11Z,2024-12-10T23:26:30Z,0:01:19
mc-bench,mc-bench-frontend,https://github.com/mc-bench/mc-bench-frontend/pull/98,98,2025-03-01T18:14:00Z,16,1,4,139,15,ede63d8ac314c7ed53f1078377d5f1c643c06610,e3e1758a871cca946e38c072b5153363666feda5,accbd269ffacddb5c3be509ca61e9310d4e95b80,ede63d8ac314c7ed53f1078377d5f1c643c06610,huntcsg,MERGED,2025-03-01T18:14:00Z,2025-03-01T18:28:56Z,0:14:56
mc-bench,mc-bench-frontend,https://github.com/mc-bench/mc-bench-frontend/pull/43,43,2024-12-20T19:38:44Z,16,1,1,84,36,26bf7dc04b042ffdd2e3359a43d73534a091edf4,7005df75b7d0ccc35db875c4a13949a66be88a18,119b036310842c120472cbbb1475310542425813,26bf7dc04b042ffdd2e3359a43d73534a091edf4,huntcsg,MERGED,2024-12-20T19:38:44Z,2024-12-20T19:39:40Z,0:00:56
mc-bench,mc-bench-frontend,https://github.com/mc-bench/mc-bench-frontend/pull/150,150,2025-03-18T04:02:47Z,16,4,30,573,865,96676c4d4cbc7ef5a9b45b87f8ad00e69cb1a685,d6ce5993bf2c76ea9f1c1114693e4031d6bf1efb,e3bb4f56dac8a0531babbe88d1eae73e6709a2e2,ba1128770a50dcc022c3b7aa668951441a166c4e,huntcsg,MERGED,2025-03-18T04:02:47Z,2025-03-18T04:03:47Z,0:01:00
metabase,metabase,https://github.com/metabase/metabase/pull/56391,56391,2025-04-07T16:45:01Z,42215,1,7,43,0,d4686fce220111f1939af6607e9f4555930e46ce,e1fd2d1cdd51c42de26c6cef57bb573f6a5630e1,ee794794cac7eaa7a7a3d4d95d18d0714e1a45b5,d4686fce220111f1939af6607e9f4555930e46ce,filipesilva,MERGED,2025-04-07T16:45:01Z,2025-04-08T08:37:04Z,15:52:03
modelcontextprotocol,inspector,https://github.com/modelcontextprotocol/inspector/pull/11,11,2024-10-08T23:54:43Z,3734,1,8,92,21,bfc9e6e882e79e753fb7c076497788f05baafd5d,4f26b5a51c3ca54eff2243b289aa77a32f398fdd,b34ca817e2fc9f7eeefd93f9ea070475460937f6,bfc9e6e882e79e753fb7c076497788f05baafd5d,ashwin-ant,MERGED,2024-10-08T23:54:43Z,2024-10-09T16:05:26Z,16:10:43
modelcontextprotocol,python-sdk,https://github.com/modelcontextprotocol/python-sdk/pull/515,515,2025-04-15T03:11:18Z,13845,4,2,107,37,46603d13ff35102d96e96703cd045f287fb93184,82bd8bc1d969ba9bd5165df72779b814d2fb9f72,96e5327110dea346e5deb1be5d306befc4df12d3,db6a17fc36b12c9d99ce52cb4f2464a5a723d7ab,bhosmer-ant,MERGED,2025-04-15T03:11:18Z,2025-05-01T13:45:48Z,"16 days, 10:34:30"
modelcontextprotocol,python-sdk,https://github.com/modelcontextprotocol/python-sdk/pull/206,206,2025-02-13T02:36:49Z,13845,5,4,88,31,e4503a72c872e11650d0c1fd00b5a4809c0ee854,92ba4f41d05d86ebec0cab297bb7d8e811ddaacf,7c47d1f25f9887e3275283bae2642119453215a8,fbf4acc6793d1432dd2c7978d0c97e52ccf1819e,jerome3o-anthropic,MERGED,2025-02-13T02:36:49Z,2025-02-13T15:09:42Z,12:32:53
modelcontextprotocol,servers,https://github.com/modelcontextprotocol/servers/pull/370,370,2024-12-17T22:44:17Z,51551,1,1,36,0,1eca8f86260596c6daaf29d3be872eb02721c15c,ea35591902385db82d3d15f259efe0d0f4a03882,3ff22e8c3d477ed25a41306c0139775dd565e0a6,1eca8f86260596c6daaf29d3be872eb02721c15c,ashwin-ant,MERGED,2024-12-17T22:44:17Z,2024-12-19T19:38:39Z,"1 day, 20:54:22"
modelcontextprotocol,typescript-sdk,https://github.com/modelcontextprotocol/typescript-sdk/pull/20,20,2024-10-16T22:33:09Z,7347,1,5,2881,568,65a861328b2dbb688f05621854c82091570ebabe,7d70db805740c53f21153d72be6f34d70818a9da,e665be068b9d2baa65f37fd7c2f69f68f77e57b9,65a861328b2dbb688f05621854c82091570ebabe,ashwin-ant,MERGED,2024-10-16T22:33:09Z,2024-10-17T15:02:20Z,16:29:11
monarch-initiative,aurelian,https://github.com/monarch-initiative/aurelian/pull/58,58,2025-04-04T18:55:06Z,14,1,1,4,9,91c8935b2ec5fa8b1b1bc859acaefed68e03bd59,9791c51c633806432a184e8fcc6b996ab8e35ece,c6e25e2b74b77ca541f0a172ad6623177be61b8b,91c8935b2ec5fa8b1b1bc859acaefed68e03bd59,cmungall,MERGED,2025-04-04T18:55:06Z,2025-04-04T19:55:41Z,1:00:35
monarch-initiative,aurelian,https://github.com/monarch-initiative/aurelian/pull/17,17,2025-03-10T17:43:01Z,14,22,146,10436,2732,0355172ba06244b8ec258f702f06885ad34c649b,5e325633d8d7afd8c29aef2ce9c8c935e69cbcdc,39f65950a714c7ba90e1a427df57253d975d4142,e05b57e996443934c37e9dbac1a0439553da4d23,cmungall,MERGED,2025-03-10T17:43:01Z,2025-03-10T23:39:21Z,5:56:20
monarch-initiative,aurelian,https://github.com/monarch-initiative/aurelian/pull/5,5,2025-03-01T02:12:05Z,14,3,9,2662,257,98836c82160ff620e9b7a3cfc744e6cf8e742223,4a982849ed6f8c0c875977f383d8ef30987fd766,4e3c9431b66674f972be837563ce8607549aeafb,b33cdc989d5ee53494ab20ed0e7bd622b818d354,cmungall,MERGED,2025-03-01T02:12:05Z,2025-03-01T03:21:01Z,1:08:56
monarch-initiative,aurelian,https://github.com/monarch-initiative/aurelian/pull/8,8,2025-03-03T13:52:37Z,14,8,1,74,1,c0eca1039944d6e3db02ee846e82fea6a2102022,c8d40cb3fbf784e786fcd35cb40450270222f4b7,4a982849ed6f8c0c875977f383d8ef30987fd766,3e215ecfd998c5f88345164d2e965690e572c484,justaddcoffee,MERGED,2025-03-03T13:52:37Z,2025-03-03T18:36:28Z,4:43:51
muno92,resharper_inspectcode,https://github.com/muno92/resharper_inspectcode/pull/476,476,2024-06-11T23:17:35Z,26,1,1,2,1,90ae97d5742dee5f34bd755f2aa9567c82326b35,7a57b3b5bd09bc37b51c3042addf7ea525b00029,babe51be8cb3b779b8472952e0452d0df74833f2,90ae97d5742dee5f34bd755f2aa9567c82326b35,muno92,MERGED,2024-06-11T23:17:35Z,2024-06-11T23:19:38Z,0:02:03
natolambert,rlhf-book,https://github.com/natolambert/rlhf-book/pull/50,50,2025-02-04T21:24:28Z,990,5,5,102,6,1b580df9a8f5a35338c99394b2d604eb78b6f973,5b1906625b14e341f290352046c238a4eb97bbea,1ba625462873a5ee9b1dbb73e65c5ad16fc7bd1f,94c390b9f2e3a5908a0c562664b5b7fcf488970a,natolambert,MERGED,2025-02-04T21:24:28Z,2025-02-05T00:50:16Z,3:25:48
natolambert,rlhf-book,https://github.com/natolambert/rlhf-book/pull/27,27,2025-01-03T21:56:51Z,990,1,3,148,75,a73d5162205fb3bd8066f81bfae16922e34a2cb7,ff742b956f3867d4ed56ccc9f9b4021f7ac47fe6,b05e6a885c4d099d8f70cb35eefc260bc541101c,a73d5162205fb3bd8066f81bfae16922e34a2cb7,natolambert,MERGED,2025-01-03T21:56:51Z,2025-01-03T21:58:51Z,0:02:00
natolambert,rlhf-book,https://github.com/natolambert/rlhf-book/pull/19,19,2024-10-07T17:13:06Z,990,4,6,255,19,3d018d7db787bea5dc3d151d84b0f020b9a54e00,e12e698396e732e5f6e9c7c5b162c29e8b38c202,256b78faa78f447ba9b4c4623e5ec1fac4d6a121,d1ea33ed324558b28aa28efc0cdc778db2dd5ff6,natolambert,MERGED,2024-10-07T17:13:06Z,2024-10-19T00:27:08Z,"11 days, 7:14:02"
natolambert,rlhf-book,https://github.com/natolambert/rlhf-book/pull/34,34,2025-01-16T20:52:18Z,990,2,3,122,4,cf6359bac4f37e59606c656ee10ba3c409170c0f,6fbf822653bc43bbbd170c170a7f22bf12fb0a2d,cdcc1d34d850174b8e6e52bfb73f1f11f0e6e917,398cb896316cbbee67ac2fda7664cf9edba1e8e1,natolambert,MERGED,2025-01-16T20:52:18Z,2025-01-16T20:56:08Z,0:03:50
natolambert,rlhf-book,https://github.com/natolambert/rlhf-book/pull/99,99,2025-04-10T16:55:19Z,990,4,6,258,6,7598d40853c2558c99de4281e468cf2ebc500fa7,11732cf35bd4f21c807365ccd2b1a53889153824,ee13cc8f9f587a9ccea4466635bcc2c72c57584b,28476f4da67c4a79c1a9a86395b1f0442b632041,natolambert,MERGED,2025-04-10T16:55:19Z,2025-04-11T03:07:30Z,10:12:11
natolambert,rlhf-book,https://github.com/natolambert/rlhf-book/pull/61,61,2025-02-26T04:01:22Z,990,1,3,116,4,bbfa45610a9356d2c864b43da58b7a5b078f8b39,910705d5834968fcff89f4ec7c2d4a81284164b0,3376b855a8e064feaedfad7926cd5b5542a3757e,bbfa45610a9356d2c864b43da58b7a5b078f8b39,natolambert,MERGED,2025-02-26T04:01:22Z,2025-02-26T04:01:34Z,0:00:12
nerfstudio-project,viser,https://github.com/nerfstudio-project/viser/pull/290,290,2024-09-25T03:13:40Z,1223,2,8,146,60,e105a0f507c5258733fd017d654527f023f97281,a2f4abdb7affb047011c6137b35037804c3c31a1,125328e2e7e35393ffe3b9b1e3adfbfedfefefcf,b61b56d590d2bdcde85203a1f43222ebe40e54ac,brentyi,MERGED,2024-09-25T03:13:40Z,2024-09-25T06:18:37Z,3:04:57
nerfstudio-project,viser,https://github.com/nerfstudio-project/viser/pull/257,257,2024-07-29T23:21:52Z,1223,2,6,62,73,c21b02278961cc5780d4d9321cb6fafb8047e83f,a52d9a68657acce2662b3cc4c3e1b6f29a5fffbe,86796a18f2466f2a274e85d0d286f3462ba6708c,e06b3998e726dd44769ef9fa0b343bab8e536cfa,brentyi,MERGED,2024-07-29T23:21:52Z,2024-07-29T23:47:29Z,0:25:37
nerfstudio-project,viser,https://github.com/nerfstudio-project/viser/pull/442,442,2025-04-10T10:31:35Z,1223,1,1,4,0,326be2fa9f1be1cbd446c61751cedd31ec643879,393b921a6323d83175692d174ceb792047c3ccc8,d1a0c1ed5515fb308bdc5822d6c1ad5c884f7f25,326be2fa9f1be1cbd446c61751cedd31ec643879,brentyi,MERGED,2025-04-10T10:31:35Z,2025-04-10T10:31:45Z,0:00:10
